product_id,product_name,price,seller_id,details,timestmp
9323,Everest Chaat Masala  (100 g),62,347,,2019-11-12 00:54:05
9324,Aachi Chicken Kabab 65 Masala  (50g Aachi Ginger Garlic Paste Free)  (100 g),52,21,,2019-11-05 00:26:14
9325,Weikfield Sweet Chilli Sauce  (400 g),83,453,,2019-11-01 00:32:19
9326,Karachi Bakery Assorted Soan Papdi Box  (900 g),251,183,,2019-11-16 00:28:44
9327,Vivel Lavender Almond Oil  (500 ml),144,186,"Try a new age bathing experience with Vivel Body Wash. It gives more freshness, more fragrance and rich creamy lather that makes you want to bathe again & again",2019-11-13 00:26:58
9328,Orbit Sugar Free Mixed Fruit Chewing Gum  (22 g),45,732,"Pop an orbit and feel a burst of refreshing flavour in your mouth. This chewing gum is sugar-free so you needn’t worry about those extra calories. Icy and Minty Your mouth will feel minty, clean, and cool, thanks to the invigorating flavour of this chewing gum. Confident and Bold You will not only have more confidence, you will also feel ready to take on the world.",2019-11-24 00:29:32
9329,Del Monte Whole Green Olives  (450 g),178,996,,2019-11-04 00:35:55
9330,Complan Royale Chocolate  (750 g),385,822,"Complan Growth Drink Mix is a nutritious and delicious formula which, when consumed in the right quantity, helps bridge the nutritional gap that affects the growth of kids. Contains up to 34 Vital Nutrients It has about 34 vital nutrients, such as calcium and iron, which help kids grow the way they’re supposed to. Apart from that, these nutrients also support brain development and they help maintain adequate fluid balance in your kid’s body. The Pro Immunity nutrients that are present in Complan, on the other hand, support immune functions to keep common infections, such as common cold, cough and fever, at bay. Dosage You can include Complan Growth Mix in your kid’s daily balanced diet and serve him/her with it twice a day.",2019-11-01 00:27:40
9331,Vicks Inhaler Inhaler  (5 g),50,492,,2019-11-16 00:35:56
9332,Falero Strawberry Candy,122,118,,2019-11-06 00:28:15
9333,Cadbury Dairy Milk Roast Almond Chocolate Bars  (36 g),40,949,,2019-11-30 00:27:34
9334,Hershey's Spreads Cocoa 350 g,252,428,,2019-11-09 00:28:39
9335,Parle BakeSmith The English Marie  (250 g),22,639,,2019-11-03 00:23:31
9336,Bella Softi Regular Sanitary Pad  (Pack of 8),23,497,"Soft cover for women with senstive skin who value a delicate feel, super absorption for the better protection, natural thickness provides secure sense, available with and without wings",2019-11-12 01:07:01
9337,Tong Garden Salted Peanuts  (150 g),166,73,,2019-11-21 00:26:32
9338,Dizzle Shahi Mix Mouth Freshener,119,470,,2019-11-12 01:01:14
9339,Vicks Babyrub Balm  (50 ml),146,898,,2019-11-10 00:35:01
9340,Flipkart Supermart Select Chironji  (100 g),137,829,"Nuts are essential dry fruits when it comes to a healthier mind, heart and immune system. They are rich in vitamins, niacin, and proteins. Flipkart Supermart Nuts not only bring their rich, savoring taste to your delicacies, but are also instrumental in providing enriched nutrients for cognitive and physical growth. Sourced from the finest traditional farms, our professionals handpick these ‘Select’ produce carefully to ensure that the maximum nutrition from the farm reaches your food. Through multiple quality checks, cleaning and advanced packaging, Flipkart Supermart Select ensures an enhanced shelf-life while preserving the healthy, natural taste of the produce. So go ahead and enjoy a healthy, hearty meal with your family.",2019-11-23 00:25:26
9341,Parachute Advansed Gold Coconut Hair Oil  (400 ml),140,612,"Parachute Advansed Gold Coconut Hair Oil is made with the finest handpicked coconuts. With the goodness of pure coconut oil and Vitamin E, it nourishes your hair from within to make them long, strong and gorgeous.",2019-11-23 03:29:04
9342,Oleev Extra Virgin Olive Oil Plastic Bottle  (1 L),629,807,,2019-11-01 00:22:53
9343,Kitchens of India Aloo Mutter 285 g,87,72,,2019-11-11 00:33:00
9344,JK Bayleaf  (50 g),20,640,,2019-11-20 00:22:32
9345,Nivea Extra Whitening Cell Repair Body Lotion SPF 15  (200 ml),239,239,"Dermatologically tested as safe for use on the skin, and free of alcohol content, this NIVEA Extra Whitening Cell Repair Body Lotion knows exactly what your skin needs during humid, summer days. It intensely moisturises your skin without leaving a heavy film of grease on it. Evens Your Skin Tone Lightweight in texture, this non-greasy formula offers itself as the perfect summer body lotion. It absorbs readily into the skin and works to repair cells, to give you an even-toned skin in just 14 days. SPF Protection Enriched with an SPF 15 formulation, this lotion protects your skin from damage brought on by exposure to sunlight. Smooths Skin Vitamin C extracts in this lotion repair damaged skin and tackle dullness so your skin looks visibly smooth and nourished.",2019-11-08 00:31:59
9346,Parry's Amrit Natural Brown Sugar  (500 g),39,868,,2019-11-07 00:25:19
9347,Billion Classic Oriental Deodorant Spray - For Men  (150 ml),138,36,"The Billion Fragrance Body Sprays, created by Flipkart, have been crafted to suit the needs of the modern Indian men after conducting a detailed research of reviews from millions of men all over India. Its sweat-protection formula works to protect you from body odour and its exclusive range of perfumes will keep you smelling fantastic all day long. Billion body sprays are not only safe when applied directly to your skin, but they also don't stain when applied on your clothes. Classic Oriental has a sensual and aromatic fragrance. The top note is fresh, green floral and spicy blended with the sweetness of Grapefruit and Apple. The heart is enriched with Lily of the valley and Rose with the sweetness of Balsamic notes. The base is composed of Musky Sandal.",2019-11-26 00:31:55
9348,"Nescafe Gold Choco Mocha Instant Coffee  (125 g, Chocolate Flavoured)",150,87,,2019-11-23 03:11:57
9349,Flipkart Supermart Select Abjosh Raisins  (200 g),177,951,"Raisins are small dry fruits that pack more than their size. They are concentrated with carbohydrates, vitamins, iron, potassium and more. Raisins are excellent sources of key nutrients and energy which help improve your overall health. Flipkart Supermart brings a variety of raisins to add a distinct sweetness to your home-made delicacies along with the goodness of nutrition. Sourced from the finest traditional farms, our professionals handpick these ‘Select’ produce carefully to ensure that the maximum nutrition from the farm reaches your food. Through multiple quality checks, cleaning and advanced packaging, Flipkart Supermart Select ensures enhanced shelf-life while preserving the healthy, natural taste of the produce. So go ahead and enjoy a healthy, hearty meal with your family.",2019-11-26 00:24:20
9350,Mr.Muscle Bathroom & Herbal Liquid Toilet Cleaner  (450 ml),69,900,,2019-11-21 00:39:20
9351,Tropicana Slice Mango Juice  (1.2 L),65,482,"Indulge in the luscious taste of mangoes with the Tropicana Slice mango juice. You won’t have to wait for the right season to enjoy the sweet and succulent taste of mangoes. So, take a sip and relish the refreshing taste of the king of fruits.",2019-11-20 00:29:59
9352,Surf Excel Easy Wash Detergent Liquid  (1 L),150,846,,2019-11-01 00:37:06
9353,L'Oreal Paris Casting Creme Gloss Hair Color  (Chocolate 535),539,882,"You are yearning to get a new look and want to color your hair. If that is the case, then the L’Oreal Paris Casting Cream Gloss Hair Color can be an apt choice. This women’s hair color cream comes in the shade of chocolate. Made from a combination of Aloe Vera and Green Tea, the L’Oreal Paris Casting Cream Gloss Hair Color Set includes a Casting Cream Gloss Cream Colorant, a Casting Cream Gloss Nutri Shine Conditioner and a Casting Cream GlossDeveloper, which aim at giving you shimmery toned locks, which is healthy and lovely. As the Aloe Vera Extract in this Casting Cream Color Set hydrates your scalp and hair from the roots, your mane will be made softer than ever. In addition, Aloe Vera is known to provide protection from external impurities, keeping your hair refreshed and free of minor disorders. Your hair will also be made smooth and manageable, as the Conditioner tones your hair and scalp effectively. In addition, this Gloss Hair Color Set can cover grey hair in an instant, giving you a younger look. Also, your hair will be made stronger from the roots, with the anti-oxidant rich Green Tea extract in this L’Oreal Paris Color Set. This Casting Cream Set is ammonia-free.",2019-11-23 00:38:18
9354,"Scotch Brite Scrub Sponge  (Rs 5 Savings Pack)  (Large, Pack of 2)",58,586,,2019-11-24 00:58:39
9355,Falero Kacchi Kairi Candy Bar,144,837,,2019-11-01 00:29:05
9356,Kinder Joy for Girls Fudges  (20 g),36,147,,2019-11-06 00:28:34
9357,Veet Full Body Waxing Kit Sensitive Skin Strips  (20 Strips),190,204,,2019-11-01 00:33:39
9358,MeeMee Mee Mee Fresh Feel Baby Powder (500g)  (500 g),278,151,"Mee Mee velvety soft baby powder is extremely light and keeps your baby's skin fresh and dry. Safe to use from birth and microbiologically tested, it can be used after bath, after a nappy change or just to freshen up during the day.",2019-11-08 00:35:34
9359,"Atish Papad - Wheel Fryums 200 g  (Combo Pack 1  1 Free, 200 g each)",47,165,,2019-11-28 00:24:56
9360,Bingo Mad Angles - Masala  (80 g),17,762,,2019-11-01 00:26:53
9361,Anytime Masala Instant Noodles Vegetarian  (170 g),20,260,,2019-11-02 00:30:59
9362,Himalaya Diaper Rash Cream  (50 g),94,727,"Diaper rash can make even the happiest of babies irritable and put them in pain. Ensure that your bundle of joy doesn’t turn grumpy with this rash cream from Himalaya. Five-leaved Chaste Tree Extract This cream has the extract of the chaste tree that has anti-inflammatory properties that soothes the rash and inhibits microbe growth as well. Natural Zinc The zinc content in this diaper rash cream from Himalaya cools down the inflamed skin and dries moisture up quickly to ensure that the rash clears quickly. Aloe Vera and Almond Oil To keep your baby’s bottom moisturized and chase away rash, the cream has a formula that is infused with aloe vera and almond oil, both of which have astringent properties. Protective Layer When you apply the cream on the baby’s bottom, it forms a protective layer between the cloth or diaper and the skin ensuring that the rash is not further aggravated. Spreads Easy, Mild Fragrance The cream is easy to spread and comes with a pleasing fragrance that is not overpowering yet is mild and soothing.",2019-11-21 00:39:40
9363,Haldiram's Rasgulla Tin  (500 g),99,634,,2019-11-30 00:27:37
9364,Happilo Natural Creamy Unsweetened Peanut Butter 350 g,134,940,,2019-11-24 00:28:38
9365,Parle Milano Mixed Berries Cookies  (75 g),26,506,,2019-11-23 03:11:02
9366,Snapin Toasty Onion Flakes  (25 g),63,652,,2019-11-04 00:28:43,3913a0db523cd9a540f54dd9e390f828
9367,Double Horse Tender Mango Pickle  (400 g),136,273,,2019-11-28 00:27:40
9368,Coca-Cola Plastic Bottle  (750 ml),40,717,"Be it with pizzas, burgers, or biryani, meals seem incomplete without a bottle of chilled and bubbling Coca-Cola. This flavoured refreshing drink is one of the most loved and popular drinks that brings enjoyment in every sip and it gets all the more better when shared with your loved ones. A Taste that Refreshes This delicious, uplifting, and refreshing soft drink is one of the best known and leading cola drinks in the world. It was established in 1886 and has been a popular cola drink in India for decades. Share a Coca-Cola Whether, it’s a party Coke bottle, a mini bottle, or a diet Coke can, enjoy every sip and share happy moments with your friends and family during celebrations and family gatherings.",2019-11-11 00:28:42
9369,Weikfield White Pasta Sauce  (25 g),30,30,,2019-11-25 00:31:32
9370,Pantene Silky Smooth Care Shampoo  (650 ml),337,857,"Getting those supple and healthy tresses is not a dream anymore. You can tame your unmanageable mane and and turn into silky locks with this Pantene Silky Smooth Care Shampoo. There are a lot of factors that make your hair dry and frizzy, but the good news is that you can keep your locks healthy and smooth with the effective composition of this shampoo. The nourishing Pro-V formula of this shampoo deeply nourishes and moisturizes your hair so that all the roughness and dryness is done away with. With this Pantene shampoo you can not only keep your scalp clean but also strengthen your hair. Gentle yet effective, this shampoo gives you a great way to keep your hair looking gorgeous everyday. Nourishing your hair wonderfully, this shampoo also leaves your hair fresh and clean. This shampoo can be used by both men and women. Directions for Use Take the required amount of the shampoo and massage into wet hair and scalp; rinse thoroughly with lukewarm water. Repeat application if required. Use the shampoo regularly to keep your hair looking and feeling great.",2019-11-08 00:27:27
9371,ADIDAS Dynamic Pulse Shower Gel  (250 ml),140,152,"After a tiring day, pamper yourself with a pleasant shower with this Adidas Dynamic Pulse Shower Gel. Beautifully designed for men this shower gel will enhance your skin. The Adidas Dynamic Pulse Shower Gel is enriched with ingredients like peppermint, lemon, bergamot, tangerine, green apple, blue lavender and violet texas cedar wood. The peppermint extract will keep your body cool, keeping you relaxed. The clean aromatic fragrance this Pulse Shower Gel will make you fall in love with your skin. This Adidas Dynamic Pulse will sooth you and give you a boost of freshness after a hard day at work. Developed with athletes in mind, this Pulse Shower Gel will moisturize your skin. To provide you with more comfort this Adidas has a textured grip. The Pro energy and amber base feature will revitalize your skin leaving a masculine fragrance like no other. So, enjoy a relaxed a shower with this Adidas Dynamic Pulse. Directions for Use Squeeze an adequate amount of this Shower Gel on a wet loofah. Apply gently over your wet body and rinse off.",2019-11-06 00:31:15
9372,JK Cardamom Green  (25 g),148,127,,2019-11-23 03:02:02
9373,Cadbury Dark Milk Salted Caramel Rich and Creamy Bars  (156 g),197,954,,2019-11-13 00:30:59
9374,Britannia Treat Stars Creme and Milk Choco Duo  (100 g),25,449,,2019-11-23 03:08:18
9375,Ayur Plus Hen White Eggs  (6 Units),72,764,,2019-11-05 00:39:14
9376,Wow Skin Science Hair Conditioner  (150 ml),271,207,,2019-11-10 00:31:42
9377,LuvIt Luscious Love Delights Bars  (171 g),110,665,,2019-11-14 00:28:10
9378,Xtracare Pull-up Diaper Adult Diapers - M  (10 Pieces),499,825,,2019-11-29 00:40:29
9379,Suhana Cuppa Dal Tadka & Jeera Rice 70 g,121,15,,2019-11-13 00:26:30
9380,Pears Naturale Aloe Vera Detoxifying Bathing Bar  (6 x 125 g),246,339,,2019-11-23 03:27:21
9381,Meera Herbal Hair Oil  (175 ml),80,690,,2019-11-21 00:29:16
9382,Leonardo Extra Virgin Olive Oil Plastic Bottle  (1 L),749,569,,2019-11-10 00:25:04
9383,Snapin Cardamom Powder  (40 g),143,748,,2019-11-06 00:23:47
9384,Aashirvaad Coriander Powder  (200 g),59,585,,2019-11-05 00:24:22
9385,Double Horse Wheat Rava  (500 g),63,539,,2019-11-25 00:24:54
9386,Timios Zookers Animal Shaped Buscuits  (150 g),153,408,,2019-11-04 00:31:17
9387,Flipkart Supermart Select Turmeric (Haldi Sticks)  (100 g),40,880,"Turmeric is an age old ingredient - it is an excellent source for iron, manganese, vitamin B6, dietary fiber, copper, and potassium. Turmeric offers multiple anti-oxidising, anti-inflammatory and antiseptic applications and has numerous other benefits. With Flipkart Supermart Turmeric, we strive to provide the multi-utility turmeric in its pure form so that your everyday cooking has the boost of immunity and goodness of nature. Sourced from the finest traditional farms, our professionals handpick these Select produce carefully to ensure that the maximum nutrition from the farm reaches your food. Through multiple quality checks, cleaning and advanced packaging, Flipkart Supermart Select ensures an enhanced shelf-life while preserving the healthy, natural taste of the produce. So go ahead and enjoy a healthy, hearty meal with your family.",2019-11-11 00:26:45
9388,LuvIt Dairy Rich Roasted Almond Bars  (40 g),30,44,,2019-11-24 00:29:58
9389,"Pedigree Dentastix Oral Care for Adult Small Breed (5-10kg), Weekly Pack (7 Sticks) Dog Treat  (110 g)",110,728,"Featuring active ingredients, such as Zinc Sulphate and Sodium Triopolyphosphate, the Pedigree Dentastix daily oral care treats can help in keeping your dog’s gums and teeth healthy. They prevent tartar buildup by up to 80-percent. Their special X shape create enough force to dislodge the food particles stuck in your pet’s teeth.",2019-11-08 00:39:35
9390,Prasaar Sona Masoori Rice (Raw)  (5 kg),265,903,,2019-11-06 00:26:13
9391,Patanjali Activated Carbon Herbal Face Wash  (60 g),60,534,,2019-11-15 00:30:04
9392,Everyuth Naturals Golden Glow Peel Off Mask  (90 g),113,486,,2019-11-25 00:33:39
9393,Tata Crystal Iodized Salt  (1 kg),18,938,,2019-11-03 00:24:04
9394,Priyagold Fresh Gold Orange Juice  (1 L),92,514,,2019-11-29 00:30:17
9395,ADIDAS Floral Dream Deodorant Spray - For Women  (150 ml),160,314,"She is the life of every group and her infectious cheer spreads like wildfire. She always has a genuine smile reflecting off her face and she falls in love frequently with the little joys of life - a baby’s gurgle, the dew on a fresh bloom; she is that easy to please. For the contemporary girl who is the epitome of life, Adidas presents Floral Dream Deo Spray with energetic accents of florals. She also cherishes the quiet moments she spends alone, walking past the tall, majestic oaks and feeling one with nature, as a true sense of peace spreads through her being.The soft notes of the mass premium balances and relaxes her as she enjoys being lulled into a state of secureness. With tangy opening notes of bergamot and wallflower, Adidas Floral Dream resonates right from the heart of flowers. The middle note is a bouquet of feminine lily and rose as it fades into a base that emanates accords of comforting vanilla and tonka bean. The floral deodorant spray is bottled in a can with soft, feminine curves, ergonomically designed to fit comfortably in your palm. The playful yellow dégradé on the green color of the can reflects the colorful exuberance of the fragrance. Spray on a burst of floral energy and be swathed in a beautiful bouquet, fresh from the spring-laden, dew-drenched garden.",2019-11-04 00:31:51
9396,Manna Multi-Grain Atta  (1 kg),82,311,,2019-11-08 00:25:36
9397,"Cinthol Lime Soap  (Combo Pack 4  1 Free, 100 g each)  (4 x 100 g)",104,287,,2019-11-29 00:32:25
9398,Dilbahar's Ayurvedic Yummy Digestives Anardana Khatta Meetha Tablet  (210 g),92,81,,2019-11-06 00:38:58
9399,Women's Horlicks Calseal Formula - Chocolate Flavour  (400 g),257,900,,2019-11-16 00:26:59
9400,All Out Ultra Mosquito Vaporiser  (1 Unit 1 Refill),85,27,,2019-11-05 00:46:47
9401,MTR Coriander Powder  (200 g),60,954,,2019-11-30 00:23:14
9402,Alpenliebe Gold Cream Strawberry Toffee,50,388,,2019-11-23 00:36:45
9403,Lakme Blush and Glow Strawberry Blast Face Wash  (150 g),254,658,,2019-11-13 00:29:15
9404,Himalaya Refreshing and Clarifying Toner  (100 ml),85,959,,2019-11-30 00:35:17
9405,Colgate Slim Sensitive Ultra Soft Toothbrush  (Buy 2 Get 1 Free)  (Pack of 3),141,214,,2019-11-22 00:33:20
9406,Too Yumm! Tangy Tomato Multigrain Chips  (54 g),20,477,,2019-11-23 00:33:25
9407,Dukes Caramel Truffles  (135 g),99,992,,2019-11-26 00:27:23
9408,Fiama Ashwagandha and Almond Cream Gel plus Crme Body Wash  (200 ml),114,419,,2019-11-29 00:32:11
9409,Happydent Wave with Xylitol Fruits Chewing Gum  (30.6 g),50,621,,2019-11-09 00:28:59
9410,Top Ramen Oat Masala Instant Noodles Vegetarian  (280 g),79,101,,2019-11-29 00:29:38
9411,AAC Chekku Sesame Oil Plastic Bottle  (1 L),346,369,,2019-11-22 00:24:44
9412,Patanjali Aloe Vera Kanti Body Cleanser  (75 g),15,834,,2019-11-06 00:31:14
9413,Bluebird Superfine Self Rising Flour Powder  (500 g),49,356,,2019-11-04 00:34:34
9414,Mangat Ram Rajma Chithra (Whole)  (1 kg),123,622,,2019-11-08 00:24:15
9415,Mr.Muscle Citrus  (550ml Mr. Muscle Floor Cleaner Refill Free)  (1 L),163,46,,2019-11-07 00:38:59
9416,Milky Mist Cooking Pasteurised Unsalted Butter  (500 g),265,629,,2019-11-15 00:41:32
9417,"Happilo Premium Pumpkin Seeds - Raw, Authentic, All Natural  (200 g)",192,134,,2019-11-02 00:27:04
9418,Aashirvaad Superior MP Atta  (10 kg),385,895,,2019-11-13 00:26:00
9419,Garnier Men Power White Anti-Pollution Double Action Face Wash  (20% Extra in Pack)  (50 g),81,833,"Garnier Men PowerWhite FaceWash cleanses deeply removing oil, dirt and pollution. As a result skin looks more even, radiant & feels fresh all day. Simply massage on wet face & rinse with water. Use twice, daily. Garnier Men is India's No. 1 Men's FaceWash Brand*",2019-11-28 00:28:48
9420,Sweekar Refined Sunflower Oil Pouch  (1 L),97,861,,2019-11-21 00:22:44
9421,Heineken Alcohol Free Beer Can  (330 ml),63,949,,2019-11-08 00:30:17
9422,Hershey's Kisses Crunchy Almond Bits in Milk Chocolate Truffles  (100.8 g),98,28,,2019-11-26 00:26:54
9423,MTR Seviyan Upma 160 g,55,350,,2019-11-08 00:26:27
9424,Nyle Pollution Shield Shampoo  (400 ml),153,849,,2019-11-29 00:30:53
9425,Monginis Muffins Cake Fruit  (132 g),40,468,,2019-11-17 00:30:22
9426,Engage M3 Deodorant Spray - For Men  (120 ml),160,189,,2019-11-24 00:33:20
9427,Tulsi Dry Figs  (300 g),403,628,,2019-11-08 00:27:51
9428,Keya Travancore Nutmeg Powder  (65 g),183,110,,2019-11-21 00:21:49
9429,AXE Signature Rouge Perfume Body Spray - For Men  (154 ml),204,344,,2019-11-08 00:31:56
9430,Dana Strawberry Jam 340 g,225,11,,2019-11-06 00:30:16
9431,Wild Stone Ultra Sensual Deo Talc  (300 g),163,433,"Jumpstart the lousy looking week ahead on a refreshing, revitalizing new note. After all, a great frame of mind that induces positivity allows you to go ahead and seize the day. Be it the big business presentation at the workplace or before heading to college where a long day awaits you and you cannot afford to not be on your feet constantly. So after that quick morning shower, sprinkle the Wild Stone Ultra Sensual Deo Talc generously over your upper torso. Leave behind a lingering trail of ultra masculine fragrance, everywhere you go and make some heads turn. Packed with the goodness of a deodorant and talcum powder, this Ultra Sensual Deo Talc gives you the dual function of a sporty fragrance in addition to the absorbent property only a talcum powder can provide. Kiss unpleasant body odour goodbye, for good. Sail past those endlessly long days in the sun without constantly getting embarrassed by sweat spots around the armpits or across the breadth of your back. The ladies love a well-groomed man and nothing says suave like some good personal grooming. So the next time you’re drawing up a list of wardrobe essentials, you’ll do good to remember putting the Wild Stone Ultra Sensual Deo Talc somewhere in the top.",2019-11-04 00:32:28
9432,Mo'plleez Rasgulla Tin  (1 kg),140,481,,2019-11-01 00:29:58
9433,Smith & Jones Tomato Ketchup  (1 kg),109,723,,2019-11-24 00:29:35
9434,Heritage Pasteurized Table Salted Butter  (500 g),220,970,,2019-11-16 00:38:25
9435,Safe Harvest Unpolished White Urad Dal (Split)  (1 kg),119,31,,2019-11-23 00:31:47
9436,Freshee Quik - Pack Aluminium Container 250 ml Tray  (10 Units),60,562,,2019-11-23 03:38:28
9437,Santoor Fresh Sweet Lime Peel and Tulsi Hand Wash Refill Pouch  (750 ml),94,848,,2019-11-29 00:31:23
9438,Amul Tropical Orange Chocolate Bars  (150 g),123,516,,2019-11-25 00:28:31
9439,Nivea Men Sport Deodorant Spray - For Men  (150 ml),173,331,"You can win the battle against body odour with this NIVEA deodorant for men. Its sporty and masculine fragrance helps revitalise you and also lets you go on about your day without worrying about the after effects of sweating. Thanks to its 0% alcohol formula and NIVEA Care Complex formula, this deodorant takes effective care of your underarms. Fresh Masculine Fragrance This deodorant features a sporty, masculine fragrance, and a mineral complex that help you stay fresh all day long. No More Foul Body Odour Its antiperspirant formula helps regulate the sweating in your underarms, which also helps keep body odour in check. Underarm Care As this deodorant is alcohol-free free and also makes use of the NIVEA MEN Care Complex, it takes effective care of your underarm skin.",2019-11-15 00:32:49
9440,Nivea Men Moisturizing Shaving Foam  (200 ml),260,711,,2019-11-23 00:45:03
9441,Real Apple and Masala Guava Fruit Juice  (2 x 1 L),199,505,,2019-11-01 00:28:13
9442,Parakh Royal 1121 Basmati Rice  (5 kg),550,563,,2019-11-24 00:22:48
9443,Cadbury Bournville Raisin & Nuts Dark Chocolate Bars  (80 g),88,777,,2019-11-21 00:28:00
9444,Pro Nature Organic Brown Sona Masoori Rice (Small Grain)  (1 kg),90,841,,2019-11-22 00:26:11
9445,Haldiram Mini Samosa  (200 g),50,925,,2019-11-30 00:24:39
9446,Pantene Silky Smooth Care Conditioner  (175 ml),140,481,,2019-11-02 00:30:23
9447,Ambika No.4 Appalam 50 nos,81,513,,2019-11-23 00:30:00
9448,Everest Sambhar Masala  (50 g),34,391,,2019-11-10 00:23:46
9449,Pantene Hair Fall Control Shampoo  (1 L),582,617,"If your hair falls frequently and you leave behind a strand or two wherever you go, it’s time to take a second look at the shampoo you use. Pantene Hair fall Control Shampoo is designed for use by both men and women to reduce hair fall. This Hair fall Control Shampoo gently but effectively removes impurities and excess sebum from your hair and scalp. This facilitates better absorption of the fortifying nutrients present in the Pantene Hair fall Control Shampoo. Your weak hair is left nourished and breakage is reduced considerably. With continued use your hair is left feeling nourished and repaired. Enjoy thick tresses full of bounce and volume with Pantene Hair fall Control Shampoo. Directions for Use Brush your hair before bath. Wash your hair completely with water. Pour the required amount of Pantene Hair fall Control Shampoo and apply evenly through your hair. Work into lather and massage your scalp using your fingertips. Squeeze and remove excessive lather and wash off thoroughly.",2019-11-27 00:34:13
9450,Parle Orange Bite Candy,75,873,,2019-11-12 00:58:48
9451,Parry's Amrit Natural Brown Sugar  (500 g),39,389,,2019-11-06 00:26:23
9452,Patanjali Hing  (25 g),40,481,,2019-11-10 00:23:53
9453,Palmolive Lime & Mint Foaming Hand Wash Refill Bottle  (500 ml),180,40,,2019-11-23 03:28:10
9454,Rostaa Roasted and Salted Almonds  (1 kg),"1,453",74,,2019-11-25 00:28:00
9455,Nestle Kitkat Dessert Delight Truffle Bars  (50 g),50,493,"KitKat has been a long-time favourite of chocolate lovers around the world for its delicious crispy, crunchy and rich chocolatey taste. Now NESTLÉ KitKat is set to impress you with the mouth-watering Dessert Delight Truffle Bar. Truffle Pastry Inspired Taste Now your favourite chocolate-coated crisp wafer fingers are available in a great new truffle variant. It is sure to make your mouth water. Smooth Milk Chocolate Over Cocoa-wafer Cubes The KitKat Dessert Delight Truffle's flavour has been inspired by the truffle pastry. The delectable chocolate coating over cocoa-wafer cubes giving you a mouthwatering experience. Savour a Flavorful Smooth Dark Chocolate The crunchy light wafer texture makes KitKat Dessert Delight the perfect snack to enjoy and share. 12 Shareable Cubes in a “Finger-Tablet” The all-new Truffle flavoured KitKat comes in a unique “finger-tablet” format with 12 shareable cubes.",2019-11-16 00:28:06
9456,Durex Cheeky Cherry Lubricant  (50 ml),403,742,"Turn that boring night into an adventurous one with the Durex Play Lubricant Gel. Stimulate your senses with its fruity cherry flavour. It is 100% Safe and Secure and Totally Sugar-free so that you don’t have to worry about anything else apart from enjoying yourself. 100% Safe and Secure This luscious cherry-flavoured lubricant gel comes not only is safe for your skin, but also makes your love-making session exciting. Deliciously Fruity Its smooth texture, combined with its sweet taste, invigorates your senses for enhanced pleasure. No More Discomfort Vaginal dryness can be a discomfort while being intimate with your partner. You can ease this discomfort and make your lovemaking session exotic and adventurous for you and your partner. Water Soluble It can be easily washed off. Moreover, it won’t leave any stains. Totally Sugar-free Its delectable cherry flavour does not stem from sugar. So, go on use it on your body and jazz up your sex life. Disclaimer While we work to ensure that product information is correct, on occasion manufacturers may alter their ingredient lists. Actual product packaging and materials may contain more and/or different information than that shown on our Website. We recommend that you do not solely rely on the information presented and that you always read labels, warnings, and directions before using or consuming a product. For additional information about a product, please contact the manufacturer. Content on this site is for reference purposes and is not intended to substitute for advice given by a physician, pharmacist, or other licensed health-care professional. You should not use this information as self-diagnosis or for treating a health problem or disease. Contact your health-care provider immediately if you suspect that you have a medical problem. Information and statements regarding dietary supplements are not intended to diagnose, treat, cure, or prevent any disease or health condition. Flipkart.com assumes no liability for inaccuracies or misstatements about products. Not for sale to persons under the age of 18. By placing an order for this product, you declare that you are 18 years of age or over. This item must be used responsibly and appropriately.",2019-11-06 00:40:15
9457,Jersey Doodh Peda Pouch  (200 g),94,114,,2019-11-30 00:28:18
9458,Colgate Active Salt Healthy White Toothpaste  (200 g),97,286,,2019-11-23 00:34:18
9459,Wild Stone Bronze Perfume Body Spray - For Men  (120 ml),225,362,,2019-11-18 00:33:50
9460,Dove Dandruff Care Shampoo  (340 ml),216,147,"Dust away dandruff not just off your shoulders, but, your hair too as you begin to use the Dove Dandruff Care Shampoo. The ZPTO formula used in this shampoo has been clinically proven to remove dandruff.   Micro Moisture Serum   Your hair will have a soft and smooth texture after using this shampoo which is powered by the Micro Moisture serum, known to keep dryness at bay.   Relieves Itchy Scalp   Upon regular use, this shampoo revives the itchy scalp, thereby clearing white flakes and making your hair dandruff-free.   ZPTO Formula This shampoo with its clinically proven ZPTO formula ensures that your hair is free of dandruff flakes.",2019-11-10 00:31:45
9461,Mother Dairy Milk Shake  (Mango),25,983,,2019-11-20 00:40:50
9462,VWash WOW Ultrathin Sanitary Pad  (Pack of 5),51,792,,2019-11-05 00:36:25
9463,Origo Fresh Barnyard Millet  (500 g),69,623,,2019-11-09 00:25:21
9464,"Pril Dish Cleaning Gel  (Lime, 750 ml)",134,929,,2019-11-16 00:38:17
9465,Gillette Presto Razor  (Pack of 5),82,42,,2019-11-24 00:58:13
9466,LuvIt Luscious Silky Smooth with Fruit and Nuts Chocolate Bars  (44 g),38,553,,2019-11-23 03:21:57
9467,Bikano Dry Petha Box  (400 g),81,187,,2019-11-08 00:26:04
